# time,lat,lon,altMSC,status
,33.179792,-79.098813167,,
2023-04-13T12:40:06.000Z,33.1796954,-79.0987792,,
2023-04-13T12:40:07.000Z,33.1796924,-79.0987771,,
2023-04-13T12:40:08.000Z,33.1796896,-79.0987748,,
2023-04-13T12:40:09.000Z,33.1796862,-79.0987733,,
2023-04-13T12:40:10.000Z,33.1796836,-79.0987728,,
2023-04-13T12:40:11.000Z,33.1796809,-79.098771,,
2023-04-13T12:40:12.000Z,33.1796789,-79.0987692,,
2023-04-13T12:40:13.000Z,33.1796761,-79.0987688,,
2023-04-13T12:40:14.000Z,33.1796725,-79.0987698,,
2023-04-13T12:40:15.000Z,33.1796686,-79.0987692,,
2023-04-13T12:40:16.000Z,33.1796663,-79.0987677,,
2023-04-13T12:40:17.000Z,33.179665,-79.0987652,,
2023-04-13T12:40:18.000Z,33.1796628,-79.0987623,,
2023-04-13T12:40:19.000Z,33.1796593,-79.09876,,
2023-04-13T12:40:20.000Z,33.1796551,-79.0987578,,
2023-04-13T12:40:21.000Z,33.1796508,-79.0987559,,
2023-04-13T12:40:22.000Z,33.1796486,-79.0987559,,
2023-04-13T12:40:23.000Z,33.1796494,-79.0987577,,
2023-04-13T12:40:24.000Z,33.1796496,-79.0987596,,
2023-04-13T12:40:25.000Z,33.1796453,-79.0987595,,
2023-04-13T12:40:26.000Z,33.1796399,-79.0987578,,
2023-04-13T12:40:27.000Z,33.1796365,-79.0987552,,
2023-04-13T12:40:28.000Z,33.1796347,-79.0987518,,
2023-04-13T12:40:29.000Z,33.1796326,-79.0987493,,
2023-04-13T12:40:30.000Z,33.1796306,-79.0987484,,
2023-04-13T12:40:31.000Z,33.1796292,-79.0987489,,
2023-04-13T12:40:32.000Z,33.1796267,-79.0987495,,
2023-04-13T12:40:33.000Z,33.1796229,-79.0987505,,
2023-04-13T12:40:34.000Z,33.1796184,-79.0987511,,
2023-04-13T12:40:35.000Z,33.1796155,-79.0987489,,
2023-04-13T12:40:36.000Z,33.1796118,-79.0987467,,
2023-04-13T12:40:37.000Z,33.1796086,-79.0987447,,
2023-04-13T12:40:38.000Z,33.1796077,-79.098744,,
2023-04-13T12:40:39.000Z,33.1796073,-79.0987442,,
2023-04-13T12:40:40.000Z,33.1796048,-79.0987441,,
2023-04-13T12:40:41.000Z,33.1796,-79.0987435,,
2023-04-13T12:40:42.000Z,33.1795969,-79.0987428,,
2023-04-13T12:40:43.000Z,33.1795949,-79.0987418,,
2023-04-13T12:40:44.000Z,33.1795924,-79.098741,,
2023-04-13T12:40:45.000Z,33.1795908,-79.0987398,,
2023-04-13T12:40:46.000Z,33.1795885,-79.0987373,,
2023-04-13T12:40:47.000Z,33.1795857,-79.0987346,,
2023-04-13T12:40:48.000Z,33.1795827,-79.0987336,,
2023-04-13T12:40:49.000Z,33.1795792,-79.0987328,,
2023-04-13T12:40:50.000Z,33.1795767,-79.0987312,,
2023-04-13T12:40:51.000Z,33.1795748,-79.0987316,,
2023-04-13T12:40:52.000Z,33.1795724,-79.0987311,,
2023-04-13T12:40:53.000Z,33.1795689,-79.0987294,,
2023-04-13T12:40:54.000Z,33.1795665,-79.0987277,,
2023-04-13T12:40:55.000Z,33.179565,-79.098726,,
2023-04-13T12:40:56.000Z,33.1795619,-79.0987245,,
2023-04-13T12:40:57.000Z,33.1795584,-79.0987226,,
2023-04-13T12:40:58.000Z,33.1795564,-79.098722,,
2023-04-13T12:40:59.000Z,33.1795561,-79.0987218,,
2023-04-13T12:41:00.000Z,33.1795557,-79.0987218,,
2023-04-13T12:41:01.000Z,33.1795541,-79.0987212,,
2023-04-13T12:41:02.000Z,33.1795509,-79.0987198,,
2023-04-13T12:41:03.000Z,33.1795464,-79.0987181,,
2023-04-13T12:41:04.000Z,33.1795422,-79.0987159,,
2023-04-13T12:41:05.000Z,33.1795409,-79.0987156,,
2023-04-13T12:41:06.000Z,33.1795398,-79.0987164,,
2023-04-13T12:41:07.000Z,33.1795374,-79.0987158,,
2023-04-13T12:41:08.000Z,33.1795338,-79.0987138,,
2023-04-13T12:41:09.000Z,33.1795311,-79.0987121,,
2023-04-13T12:41:10.000Z,33.1795302,-79.0987104,,
2023-04-13T12:41:11.000Z,33.1795293,-79.0987104,,
2023-04-13T12:41:12.000Z,33.1795279,-79.098711,,
2023-04-13T12:41:13.000Z,33.1795255,-79.0987104,,
2023-04-13T12:41:14.000Z,33.1795228,-79.0987077,,
2023-04-13T12:41:15.000Z,33.1795203,-79.0987049,,
2023-04-13T12:41:16.000Z,33.1795187,-79.0987022,,
2023-04-13T12:41:17.000Z,33.1795164,-79.0987008,,
2023-04-13T12:41:18.000Z,33.1795133,-79.0986987,,
2023-04-13T12:41:19.000Z,33.1795086,-79.0986956,,
2023-04-13T12:41:20.000Z,33.1795048,-79.0986934,,
2023-04-13T12:41:21.000Z,33.179504,-79.0986943,,
2023-04-13T12:41:22.000Z,33.1795042,-79.0986959,,
2023-04-13T12:41:23.000Z,33.1795027,-79.098697,,
2023-04-13T12:41:24.000Z,33.1794986,-79.0986951,,
2023-04-13T12:41:25.000Z,33.1794946,-79.0986915,,
2023-04-13T12:41:26.000Z,33.179492,-79.098689,,
2023-04-13T12:41:27.000Z,33.1794905,-79.0986878,,
2023-04-13T12:41:28.000Z,33.1794891,-79.0986872,,
2023-04-13T12:41:29.000Z,33.1794863,-79.0986861,,
2023-04-13T12:41:30.000Z,33.179483,-79.0986853,,
2023-04-13T12:41:31.000Z,33.1794806,-79.0986836,,
2023-04-13T12:41:32.000Z,33.179479,-79.0986812,,
2023-04-13T12:41:33.000Z,33.1794773,-79.0986794,,
2023-04-13T12:41:34.000Z,33.1794761,-79.0986789,,
2023-04-13T12:41:35.001Z,33.1794752,-79.0986792,,
2023-04-13T12:41:36.000Z,33.1794741,-79.098679,,
2023-04-13T12:41:37.000Z,33.179472,-79.0986778,,
2023-04-13T12:41:38.000Z,33.1794684,-79.0986741,,
2023-04-13T12:41:39.000Z,33.1794643,-79.0986704,,
2023-04-13T12:41:40.000Z,33.1794622,-79.0986682,,
2023-04-13T12:41:41.000Z,33.1794613,-79.0986681,,
2023-04-13T12:41:42.000Z,33.1794595,-79.098668,,
2023-04-13T12:41:43.000Z,33.1794562,-79.0986672,,
2023-04-13T12:41:44.000Z,33.179453,-79.0986652,,
2023-04-13T12:41:45.000Z,33.1794505,-79.098662,,
2023-04-13T12:41:46.000Z,33.1794484,-79.0986596,,
2023-04-13T12:41:47.000Z,33.1794475,-79.0986578,,
2023-04-13T12:41:48.000Z,33.179446,-79.0986579,,
2023-04-13T12:41:49.000Z,33.179444,-79.0986571,,
2023-04-13T12:41:50.000Z,33.1794412,-79.0986547,,
2023-04-13T12:41:51.000Z,33.1794378,-79.0986518,,
2023-04-13T12:41:52.000Z,33.1794342,-79.09865,,
2023-04-13T12:41:53.000Z,33.1794319,-79.0986489,,
2023-04-13T12:41:54.000Z,33.1794305,-79.0986484,,
2023-04-13T12:41:55.000Z,33.1794291,-79.0986464,,
2023-04-13T12:41:56.000Z,33.1794269,-79.0986434,,
2023-04-13T12:41:57.000Z,33.1794243,-79.0986412,,
2023-04-13T12:41:58.000Z,33.1794213,-79.0986404,,
2023-04-13T12:41:59.000Z,33.1794184,-79.0986398,,
2023-04-13T12:42:00.000Z,33.1794154,-79.0986392,,
2023-04-13T12:42:01.000Z,33.1794126,-79.0986381,,
2023-04-13T12:42:02.000Z,33.1794097,-79.0986358,,
2023-04-13T12:42:03.000Z,33.1794073,-79.0986326,,
2023-04-13T12:42:04.000Z,33.1794061,-79.0986313,,
2023-04-13T12:42:05.000Z,33.1794045,-79.09863,,
2023-04-13T12:42:06.000Z,33.1794019,-79.0986272,,
2023-04-13T12:42:07.000Z,33.1793984,-79.0986234,,
2023-04-13T12:42:08.000Z,33.1793955,-79.0986207,,
2023-04-13T12:42:09.000Z,33.1793927,-79.0986198,,
2023-04-13T12:42:10.000Z,33.1793905,-79.0986193,,
2023-04-13T12:42:11.000Z,33.1793885,-79.0986193,,
2023-04-13T12:42:12.000Z,33.1793866,-79.0986191,,
2023-04-13T12:42:13.000Z,33.1793848,-79.0986176,,
2023-04-13T12:42:14.000Z,33.1793826,-79.0986132,,
2023-04-13T12:42:15.000Z,33.1793797,-79.0986071,,
2023-04-13T12:42:16.000Z,33.1793791,-79.0986035,,
2023-04-13T12:42:17.000Z,33.1793813,-79.0986017,,
2023-04-13T12:42:18.000Z,33.1793811,-79.098602,,
2023-04-13T12:42:19.000Z,33.1793797,-79.0986012,,
2023-04-13T12:42:20.000Z,33.1793776,-79.0985993,,
2023-04-13T12:42:21.000Z,33.1793748,-79.098597,,
2023-04-13T12:42:22.000Z,33.1793732,-79.0985939,,
2023-04-13T12:42:23.000Z,33.1793712,-79.0985923,,
2023-04-13T12:42:24.000Z,33.1793704,-79.0985893,,
2023-04-13T12:42:25.000Z,33.1793687,-79.0985869,,
2023-04-13T12:42:26.000Z,33.179367,-79.0985855,,
2023-04-13T12:42:27.000Z,33.1793656,-79.0985843,,
2023-04-13T12:42:28.000Z,33.1793637,-79.098584,,
2023-04-13T12:42:29.000Z,33.1793612,-79.0985835,,
2023-04-13T12:42:30.000Z,33.1793586,-79.0985832,,
2023-04-13T12:42:31.000Z,33.1793561,-79.0985823,,
2023-04-13T12:42:32.000Z,33.1793532,-79.098582,,
2023-04-13T12:42:33.000Z,33.1793516,-79.09858,,
2023-04-13T12:42:34.000Z,33.1793507,-79.0985793,,
2023-04-13T12:42:35.000Z,33.1793484,-79.0985784,,
2023-04-13T12:42:36.000Z,33.1793453,-79.0985763,,
2023-04-13T12:42:37.000Z,33.1793422,-79.0985728,,
2023-04-13T12:42:38.000Z,33.179341,-79.0985718,,
2023-04-13T12:42:39.000Z,33.1793404,-79.098572,,
2023-04-13T12:42:40.000Z,33.1793414,-79.0985723,,
2023-04-13T12:42:41.000Z,33.1793403,-79.0985717,,
2023-04-13T12:42:42.000Z,33.1793376,-79.0985692,,
2023-04-13T12:42:43.000Z,33.1793347,-79.0985655,,
2023-04-13T12:42:44.000Z,33.1793321,-79.0985634,,
2023-04-13T12:42:45.000Z,33.1793305,-79.0985639,,
2023-04-13T12:42:46.000Z,33.1793299,-79.0985647,,
2023-04-13T12:42:47.000Z,33.1793284,-79.0985653,,
2023-04-13T12:42:48.000Z,33.1793262,-79.0985634,,
2023-04-13T12:42:49.000Z,33.1793236,-79.0985586,,
2023-04-13T12:42:50.000Z,33.1793212,-79.0985545,,
2023-04-13T12:42:51.000Z,33.1793185,-79.0985524,,
2023-04-13T12:42:52.000Z,33.1793168,-79.0985513,,
2023-04-13T12:42:53.000Z,33.1793147,-79.0985512,,
2023-04-13T12:42:54.000Z,33.1793126,-79.0985524,,
2023-04-13T12:42:55.000Z,33.1793101,-79.0985529,,
2023-04-13T12:42:56.000Z,33.1793078,-79.0985511,,
2023-04-13T12:42:57.000Z,33.1793062,-79.0985469,,
2023-04-13T12:42:58.000Z,33.1793039,-79.0985426,,
2023-04-13T12:42:59.000Z,33.1793019,-79.0985388,,
2023-04-13T12:43:00.000Z,33.1793003,-79.0985358,,
2023-04-13T12:43:01.000Z,33.1792984,-79.0985346,,
2023-04-13T12:43:02.000Z,33.1792959,-79.0985341,,
2023-04-13T12:43:03.000Z,33.1792935,-79.0985332,,
2023-04-13T12:43:04.000Z,33.1792913,-79.0985311,,
2023-04-13T12:43:05.000Z,33.1792886,-79.0985281,,
2023-04-13T12:43:06.000Z,33.1792865,-79.0985254,,
2023-04-13T12:43:07.000Z,33.1792837,-79.0985237,,
2023-04-13T12:43:08.000Z,33.1792812,-79.0985231,,
2023-04-13T12:43:09.000Z,33.1792794,-79.098522,,
2023-04-13T12:43:10.000Z,33.1792774,-79.0985206,,
2023-04-13T12:43:11.000Z,33.1792742,-79.0985184,,
2023-04-13T12:43:12.000Z,33.1792724,-79.098514,,
2023-04-13T12:43:13.000Z,33.1792698,-79.0985105,,
2023-04-13T12:43:14.000Z,33.1792687,-79.0985081,,
2023-04-13T12:43:15.000Z,33.1792667,-79.0985072,,
2023-04-13T12:43:16.000Z,33.1792639,-79.0985066,,
2023-04-13T12:43:17.001Z,33.1792613,-79.0985053,,
2023-04-13T12:43:18.000Z,33.1792595,-79.0985024,,
2023-04-13T12:43:19.000Z,33.1792581,-79.0984999,,
2023-04-13T12:43:20.000Z,33.1792573,-79.0985,,
2023-04-13T12:43:21.000Z,33.1792553,-79.0985001,,
2023-04-13T12:43:22.000Z,33.1792527,-79.0984979,,
2023-04-13T12:43:23.000Z,33.1792504,-79.0984952,,
2023-04-13T12:43:24.000Z,33.1792485,-79.0984935,,
2023-04-13T12:43:25.000Z,33.1792455,-79.0984932,,
2023-04-13T12:43:26.000Z,33.1792429,-79.0984925,,
2023-04-13T12:43:27.000Z,33.1792404,-79.0984901,,
2023-04-13T12:43:28.000Z,33.1792386,-79.0984868,,
2023-04-13T12:43:29.000Z,33.1792374,-79.0984858,,
2023-04-13T12:43:30.000Z,33.1792363,-79.0984872,,
2023-04-13T12:43:31.000Z,33.1792338,-79.0984883,,
2023-04-13T12:43:32.000Z,33.1792314,-79.0984858,,
2023-04-13T12:43:33.000Z,33.1792284,-79.0984816,,
2023-04-13T12:43:34.000Z,33.1792259,-79.0984791,,
2023-04-13T12:43:35.000Z,33.1792232,-79.0984766,,
2023-04-13T12:43:36.000Z,33.1792202,-79.098473,,
2023-04-13T12:43:37.000Z,33.1792184,-79.0984717,,
2023-04-13T12:43:38.000Z,33.1792172,-79.0984727,,
2023-04-13T12:43:39.000Z,33.1792168,-79.0984747,,
2023-04-13T12:43:40.000Z,33.1792156,-79.0984753,,
2023-04-13T12:43:41.000Z,33.1792143,-79.0984726,,
2023-04-13T12:43:42.000Z,33.1792111,-79.0984679,,
2023-04-13T12:43:43.000Z,33.1792081,-79.0984641,,
2023-04-13T12:43:44.000Z,33.1792059,-79.0984613,,
2023-04-13T12:43:45.000Z,33.1792038,-79.0984587,,
2023-04-13T12:43:46.000Z,33.1792024,-79.0984573,,
2023-04-13T12:43:47.000Z,33.1792005,-79.0984575,,
2023-04-13T12:43:48.000Z,33.1791992,-79.0984577,,
2023-04-13T12:43:49.000Z,33.1791976,-79.0984555,,
2023-04-13T12:43:50.000Z,33.1791952,-79.0984517,,
2023-04-13T12:43:51.000Z,33.1791933,-79.0984476,,
2023-04-13T12:43:52.000Z,33.1791922,-79.0984455,,
2023-04-13T12:43:53.000Z,33.1791887,-79.0984474,,
2023-04-13T12:43:54.000Z,33.1791872,-79.0984476,,
2023-04-13T12:43:55.000Z,33.1791852,-79.0984456,,
2023-04-13T12:43:56.000Z,33.1791821,-79.0984422,,
2023-04-13T12:43:57.000Z,33.1791785,-79.0984388,,
2023-04-13T12:43:58.000Z,33.1791754,-79.098435,,
2023-04-13T12:43:59.000Z,33.1791726,-79.0984315,,
2023-04-13T12:44:00.000Z,33.179171,-79.0984303,,
2023-04-13T12:44:01.000Z,33.1791696,-79.0984305,,
2023-04-13T12:44:02.000Z,33.1791694,-79.0984317,,
2023-04-13T12:44:03.000Z,33.1791702,-79.0984296,,
2023-04-13T12:44:04.000Z,33.1791682,-79.0984257,,
2023-04-13T12:44:05.000Z,33.1791653,-79.0984212,,
2023-04-13T12:44:06.000Z,33.1791623,-79.0984185,,
2023-04-13T12:44:07.000Z,33.1791602,-79.0984168,,
2023-04-13T12:44:08.000Z,33.1791591,-79.0984166,,
2023-04-13T12:44:09.000Z,33.1791577,-79.0984146,,
2023-04-13T12:44:10.000Z,33.1791554,-79.0984104,,
2023-04-13T12:44:11.000Z,33.1791534,-79.0984073,,
2023-04-13T12:44:12.000Z,33.1791511,-79.0984069,,
2023-04-13T12:44:13.000Z,33.1791488,-79.0984066,,
2023-04-13T12:44:14.000Z,33.1791463,-79.0984052,,
2023-04-13T12:44:15.000Z,33.1791442,-79.0984022,,
2023-04-13T12:44:16.000Z,33.1791422,-79.0984005,,
2023-04-13T12:44:17.000Z,33.1791403,-79.0983988,,
2023-04-13T12:44:18.000Z,33.1791382,-79.0983955,,
2023-04-13T12:44:19.000Z,33.179136,-79.0983921,,
2023-04-13T12:44:20.000Z,33.1791341,-79.0983905,,
2023-04-13T12:44:21.000Z,33.179133,-79.0983908,,
2023-04-13T12:44:22.000Z,33.1791311,-79.0983903,,
2023-04-13T12:44:23.000Z,33.1791304,-79.098388,,
2023-04-13T12:44:24.000Z,33.1791268,-79.0983855,,
2023-04-13T12:44:25.000Z,33.1791232,-79.0983826,,
2023-04-13T12:44:26.000Z,33.1791197,-79.0983806,,
2023-04-13T12:44:27.000Z,33.1791171,-79.0983784,,
2023-04-13T12:44:28.000Z,33.1791164,-79.0983769,,
2023-04-13T12:44:29.000Z,33.1791158,-79.0983752,,
2023-04-13T12:44:30.000Z,33.179115,-79.0983742,,
2023-04-13T12:44:31.000Z,33.1791137,-79.0983727,,
2023-04-13T12:44:32.000Z,33.1791118,-79.0983711,,
2023-04-13T12:44:33.000Z,33.1791089,-79.0983686,,
2023-04-13T12:44:34.000Z,33.1791051,-79.0983654,,
2023-04-13T12:44:35.000Z,33.1791028,-79.0983623,,
2023-04-13T12:44:36.000Z,33.1791015,-79.0983595,,
2023-04-13T12:44:37.000Z,33.1791008,-79.0983593,,
2023-04-13T12:44:38.000Z,33.1790993,-79.0983587,,
2023-04-13T12:44:39.000Z,33.1790967,-79.0983556,,
2023-04-13T12:44:40.000Z,33.1790935,-79.098351,,
2023-04-13T12:44:41.000Z,33.1790914,-79.0983477,,
2023-04-13T12:44:42.000Z,33.1790895,-79.0983463,,
2023-04-13T12:44:43.000Z,33.1790884,-79.0983456,,
2023-04-13T12:44:44.000Z,33.1790873,-79.0983449,,
2023-04-13T12:44:45.000Z,33.1790854,-79.0983444,,
2023-04-13T12:44:46.000Z,33.1790821,-79.0983423,,
2023-04-13T12:44:47.000Z,33.1790778,-79.0983383,,
2023-04-13T12:44:48.000Z,33.1790744,-79.0983324,,
2023-04-13T12:44:49.000Z,33.1790726,-79.0983299,,
2023-04-13T12:44:50.000Z,33.179071,-79.0983306,,
2023-04-13T12:44:51.000Z,33.179069,-79.09833,,
2023-04-13T12:44:52.000Z,33.1790673,-79.0983287,,
2023-04-13T12:44:53.000Z,33.1790649,-79.0983268,,
2023-04-13T12:44:54.000Z,33.179064,-79.0983245,,
2023-04-13T12:44:55.000Z,33.1790615,-79.0983222,,
2023-04-13T12:44:56.000Z,33.1790589,-79.0983199,,
2023-04-13T12:44:57.001Z,33.1790574,-79.0983184,,
2023-04-13T12:44:58.000Z,33.1790561,-79.0983183,,
2023-04-13T12:44:59.000Z,33.1790564,-79.0983178,,
2023-04-13T12:45:00.000Z,33.179056,-79.098315,,
2023-04-13T12:45:01.000Z,33.1790542,-79.0983115,,
2023-04-13T12:45:02.000Z,33.1790518,-79.098308,,
2023-04-13T12:45:03.000Z,33.1790504,-79.0983061,,
2023-04-13T12:45:04.000Z,33.1790497,-79.0983048,,
2023-04-13T12:45:05.000Z,33.1790486,-79.0983039,,
2023-04-13T12:45:06.000Z,33.1790468,-79.0983017,,
2023-04-13T12:45:07.000Z,33.1790447,-79.0982976,,
2023-04-13T12:45:08.000Z,33.1790417,-79.0982933,,
2023-04-13T12:45:09.000Z,33.1790392,-79.0982896,,
2023-04-13T12:45:10.000Z,33.1790377,-79.0982875,,
2023-04-13T12:45:11.000Z,33.1790365,-79.0982872,,
2023-04-13T12:45:12.000Z,33.179035,-79.0982864,,
2023-04-13T12:45:13.000Z,33.1790323,-79.0982845,,
2023-04-13T12:45:14.000Z,33.1790289,-79.0982815,,
2023-04-13T12:45:15.000Z,33.1790262,-79.098278,,
2023-04-13T12:45:16.000Z,33.1790243,-79.0982744,,
2023-04-13T12:45:17.000Z,33.1790222,-79.0982721,,
2023-04-13T12:45:18.000Z,33.1790204,-79.0982698,,
2023-04-13T12:45:19.000Z,33.1790183,-79.0982661,,
2023-04-13T12:45:20.000Z,33.1790162,-79.0982617,,
2023-04-13T12:45:21.000Z,33.1790147,-79.0982591,,
2023-04-13T12:45:22.000Z,33.179013,-79.0982582,,
2023-04-13T12:45:23.000Z,33.1790108,-79.0982574,,
2023-04-13T12:45:24.000Z,33.179009,-79.0982553,,
2023-04-13T12:45:25.000Z,33.1790062,-79.098252,,
2023-04-13T12:45:26.000Z,33.1790038,-79.0982476,,
2023-04-13T12:45:27.000Z,33.1790015,-79.0982443,,
2023-04-13T12:45:28.000Z,33.1789999,-79.0982416,,
2023-04-13T12:45:29.000Z,33.1789973,-79.0982383,,
2023-04-13T12:45:30.000Z,33.1789955,-79.0982347,,
2023-04-13T12:45:31.000Z,33.1789939,-79.0982318,,
2023-04-13T12:45:32.000Z,33.1789921,-79.0982297,,
2023-04-13T12:45:33.000Z,33.1789907,-79.0982278,,
2023-04-13T12:45:34.000Z,33.1789892,-79.0982255,,
2023-04-13T12:45:35.000Z,33.1789866,-79.0982216,,
2023-04-13T12:45:36.000Z,33.1789831,-79.0982178,,
2023-04-13T12:45:37.000Z,33.1789805,-79.0982135,,
2023-04-13T12:45:38.000Z,33.178979,-79.0982098,,
2023-04-13T12:45:39.000Z,33.1789795,-79.0982076,,
2023-04-13T12:45:40.000Z,33.1789776,-79.0982064,,
2023-04-13T12:45:41.000Z,33.1789761,-79.0982041,,
2023-04-13T12:45:42.000Z,33.178974,-79.0982015,,
2023-04-13T12:45:43.000Z,33.1789714,-79.0981981,,
2023-04-13T12:45:44.000Z,33.178968,-79.0981939,,
2023-04-13T12:45:45.000Z,33.1789652,-79.0981902,,
2023-04-13T12:45:46.000Z,33.1789622,-79.0981883,,
2023-04-13T12:45:47.000Z,33.178961,-79.0981857,,
2023-04-13T12:45:48.000Z,33.1789605,-79.0981835,,
2023-04-13T12:45:49.000Z,33.1789595,-79.0981819,,
2023-04-13T12:45:50.000Z,33.1789574,-79.0981813,,
2023-04-13T12:45:51.000Z,33.1789541,-79.09818,,
2023-04-13T12:45:52.000Z,33.1789497,-79.0981762,,
2023-04-13T12:45:53.000Z,33.1789467,-79.0981706,,
2023-04-13T12:45:54.000Z,33.1789435,-79.0981662,,
2023-04-13T12:45:55.000Z,33.1789423,-79.098164,,
2023-04-13T12:45:56.000Z,33.1789416,-79.0981615,,
2023-04-13T12:45:57.000Z,33.1789401,-79.0981604,,
2023-04-13T12:45:58.000Z,33.1789384,-79.0981606,,
2023-04-13T12:45:59.000Z,33.1789362,-79.0981589,,
2023-04-13T12:46:00.000Z,33.1789333,-79.0981552,,
2023-04-13T12:46:01.000Z,33.1789311,-79.0981507,,
2023-04-13T12:46:02.000Z,33.1789283,-79.0981459,,
2023-04-13T12:46:03.000Z,33.178927,-79.0981408,,
2023-04-13T12:46:04.000Z,33.1789254,-79.0981378,,
2023-04-13T12:46:05.000Z,33.1789241,-79.0981369,,
2023-04-13T12:46:06.000Z,33.1789222,-79.0981354,,
2023-04-13T12:46:07.000Z,33.1789198,-79.0981321,,
2023-04-13T12:46:08.000Z,33.1789171,-79.098128,,
2023-04-13T12:46:09.000Z,33.1789134,-79.0981259,,
2023-04-13T12:46:10.000Z,33.1789118,-79.0981224,,
2023-04-13T12:46:11.000Z,33.1789121,-79.0981195,,
2023-04-13T12:46:12.000Z,33.1789116,-79.0981175,,
2023-04-13T12:46:13.000Z,33.1789102,-79.098116,,
2023-04-13T12:46:14.000Z,33.1789079,-79.0981141,,
2023-04-13T12:46:15.000Z,33.1789047,-79.0981116,,
2023-04-13T12:46:16.000Z,33.1789014,-79.0981076,,
2023-04-13T12:46:17.000Z,33.1788988,-79.0981021,,
2023-04-13T12:46:18.000Z,33.1788971,-79.0980997,,
2023-04-13T12:46:19.000Z,33.1788975,-79.0980997,,
2023-04-13T12:46:20.000Z,33.1788969,-79.0981003,,
2023-04-13T12:46:21.000Z,33.1788946,-79.0980994,,
2023-04-13T12:46:22.000Z,33.1788913,-79.0980956,,
2023-04-13T12:46:23.000Z,33.1788869,-79.0980909,,
2023-04-13T12:46:24.000Z,33.1788832,-79.0980879,,
2023-04-13T12:46:25.000Z,33.178881,-79.0980852,,
2023-04-13T12:46:26.000Z,33.1788802,-79.098083,,
2023-04-13T12:46:27.000Z,33.1788784,-79.0980817,,
2023-04-13T12:46:28.000Z,33.1788759,-79.0980802,,
2023-04-13T12:46:29.000Z,33.1788734,-79.098078,,
2023-04-13T12:46:30.000Z,33.1788716,-79.0980743,,
2023-04-13T12:46:31.000Z,33.1788689,-79.0980717,,
2023-04-13T12:46:32.000Z,33.1788678,-79.0980696,,
2023-04-13T12:46:33.000Z,33.1788673,-79.098067,,
2023-04-13T12:46:34.000Z,33.1788662,-79.0980637,,
2023-04-13T12:46:35.000Z,33.1788635,-79.0980595,,
2023-04-13T12:46:36.001Z,33.1788617,-79.0980542,,
2023-04-13T12:46:37.000Z,33.1788606,-79.09805,,
