# Log Ver: CODA_2T 0.0.1 Prog Ver: 0.0.1 Sensor: 212707 Depth 0 2023-04-14 12:41:16 UTC 
# id model = RBRcoda3, version = 1.059, serial = 212707, fwtype = 107, flavour = rt
# reldepth stime temp time
4	0.5	21.5256	1681476079.243
4	1.0	21.5398	1681476079.747
4	1.5	21.5795	1681476080.251
4	2.0	21.5896	1681476080.744
4	2.5	21.6043	1681476081.248
4	3.0	21.6343	1681476081.752
4	3.5	21.6749	1681476082.244
4	4.0	21.7040	1681476082.748
4	4.5	21.7164	1681476083.251
4	5.0	21.8085	1681476083.743
4	5.5	21.7249	1681476084.248
4	6.0	21.6191	1681476084.752
4	6.5	21.5883	1681476085.243
4	7.0	21.5661	1681476085.747
4	7.5	21.5845	1681476086.251
4	8.0	21.5648	1681476086.743
4	8.5	21.5917	1681476087.248
4	9.0	21.6034	1681476087.751
4	9.5	21.6356	1681476088.243
4	10.0	21.6919	1681476088.748
4	10.5	21.7185	1681476089.251
4	11.0	21.7397	1681476089.743
4	11.5	21.7090	1681476090.247
4	12.0	21.7137	1681476090.751
4	12.5	21.7168	1681476091.243
4	13.0	21.7020	1681476091.747
4	13.5	21.7123	1681476092.251
4	14.0	21.6490	1681476092.743
4	14.5	21.6863	1681476093.247
4	15.0	21.7169	1681476093.751
4	15.5	21.6795	1681476094.243
4	16.0	21.6820	1681476094.747
4	16.5	21.7228	1681476095.251
4	17.0	21.8106	1681476095.743
4	17.5	21.8300	1681476096.247
4	18.0	21.8942	1681476096.751
4	18.5	21.9162	1681476097.255
4	19.0	21.8506	1681476097.747
4	19.5	21.8110	1681476098.251
4	20.0	21.7982	1681476098.743
4	20.5	21.7103	1681476099.247
4	21.0	21.6954	1681476099.751
4	21.5	21.6191	1681476100.255
4	22.0	21.5251	1681476100.747
4	22.5	21.4530	1681476101.251
4	23.0	21.4147	1681476101.743
4	23.5	21.4949	1681476102.247
4	24.0	21.5262	1681476102.751
4	24.5	21.5848	1681476103.255
4	25.0	21.6614	1681476103.747
4	25.5	21.7255	1681476104.251
4	26.0	21.8060	1681476104.743
4	26.5	21.8202	1681476105.247
4	27.0	21.8548	1681476105.751
4	27.5	21.8931	1681476106.254
4	28.0	21.8633	1681476106.747
4	28.5	21.7650	1681476107.251
4	29.0	21.8316	1681476107.743
4	29.5	21.8959	1681476108.247
4	30.0	21.8673	1681476108.750
4	30.5	21.8158	1681476109.255
4	31.0	21.7442	1681476109.746
4	31.5	21.6974	1681476110.251
4	32.0	21.7147	1681476110.742
4	32.5	21.6478	1681476111.246
4	33.0	21.6174	1681476111.751
4	33.5	21.5795	1681476112.254
4	34.0	21.6044	1681476112.746
4	34.5	21.6254	1681476113.250
4	35.0	21.5822	1681476113.742
4	35.5	21.4975	1681476114.246
4	36.0	21.4234	1681476114.750
4	36.5	21.3888	1681476115.254
4	37.0	21.3939	1681476115.746
4	37.5	21.4036	1681476116.250
4	38.0	21.3679	1681476116.742
4	38.5	21.3392	1681476117.246
4	39.0	21.3098	1681476117.750
4	39.5	21.2710	1681476118.254
4	40.0	21.2472	1681476118.746
4	40.5	21.2353	1681476119.251
4	41.0	21.2606	1681476119.754
4	41.5	21.2466	1681476120.246
4	42.0	21.2257	1681476120.750
4	42.5	21.1720	1681476121.254
4	43.0	21.1351	1681476121.746
4	43.5	21.1181	1681476122.250
4	44.0	21.0995	1681476122.754
4	44.5	21.0615	1681476123.246
4	45.0	20.9899	1681476123.750
4	45.5	20.9411	1681476124.254
4	46.0	20.9119	1681476124.746
4	46.5	20.8973	1681476125.250
4	47.0	20.9365	1681476125.754
4	47.5	20.9405	1681476126.246
4	48.0	20.9545	1681476126.750
4	48.5	20.9688	1681476127.255
4	49.0	21.0143	1681476127.746
4	49.5	21.0546	1681476128.250
4	50.0	21.0420	1681476128.754
4	50.5	21.0527	1681476129.246
4	51.0	21.0337	1681476129.750
4	51.5	21.0230	1681476130.254
4	52.0	21.0303	1681476130.746
4	52.5	21.0674	1681476131.250
4	53.0	21.1093	1681476131.754
4	53.5	21.1227	1681476132.246
4	54.0	21.1030	1681476132.750
4	54.5	21.0982	1681476133.254
4	55.0	21.0435	1681476133.746
4	55.5	21.0033	1681476134.250
4	56.0	20.9770	1681476134.753
4	56.5	21.0000	1681476135.246
4	57.0	20.9982	1681476135.750
4	57.5	21.0137	1681476136.254
4	58.0	20.9924	1681476136.746
4	58.5	20.9786	1681476137.250
4	59.0	20.9610	1681476137.754
4	59.5	20.9608	1681476138.245
4	60.0	20.9246	1681476138.750
4	60.5	20.9536	1681476139.254
4	61.0	20.9433	1681476139.745
4	61.5	20.9158	1681476140.249
4	62.0	20.9100	1681476140.754
4	62.5	20.9264	1681476141.245
4	63.0	20.9117	1681476141.749
4	63.5	20.8509	1681476142.253
4	64.0	20.8119	1681476142.745
4	64.5	20.7783	1681476143.249
4	65.0	20.7717	1681476143.753
