% time,lat,lon,altMSL,mode,status
2024-05-23T22:01:52.000Z,33.3094863,-78.9129045,3.151,3,2
2024-05-23T22:01:53.000Z,33.3094844,-78.9129036,2.801,3,2
2024-05-23T22:01:54.000Z,33.3094829,-78.9129037,2.576,3,2
2024-05-23T22:01:55.000Z,33.3094817,-78.9129037,2.37,3,2
2024-05-23T22:01:56.000Z,33.3094812,-78.9129035,2.301,3,2
2024-05-23T22:01:57.000Z,33.3094816,-78.9129039,2.244,3,2
2024-05-23T22:01:58.000Z,33.3094816,-78.9129048,2.278,3,2
2024-05-23T22:01:59.000Z,33.3094812,-78.9129056,2.096,3,2
2024-05-23T22:02:00.000Z,33.3094802,-78.912906,1.802,3,2
2024-05-23T22:02:01.000Z,33.3094787,-78.9129064,1.718,3,2
2024-05-23T22:02:02.000Z,33.3094783,-78.9129097,1.57,3,2
2024-05-23T22:02:03.000Z,33.3094784,-78.9129127,1.732,3,2
2024-05-23T22:02:04.000Z,33.3094783,-78.9129156,1.629,3,2
2024-05-23T22:02:05.000Z,33.3094776,-78.9129181,1.451,3,2
2024-05-23T22:02:06.000Z,33.309477,-78.9129187,1.25,3,2
2024-05-23T22:02:07.000Z,33.3094765,-78.9129175,1.199,3,2
2024-05-23T22:02:08.000Z,33.3094771,-78.9129185,1.31,3,2
2024-05-23T22:02:09.000Z,33.309478,-78.9129214,1.314,3,2
2024-05-23T22:02:10.000Z,33.3094784,-78.9129241,1.191,3,2
2024-05-23T22:02:11.000Z,33.3094779,-78.9129257,0.913,3,2
2024-05-23T22:02:12.000Z,33.3094775,-78.9129268,0.78,3,2
2024-05-23T22:02:13.000Z,33.3094767,-78.9129267,0.714,3,2
2024-05-23T22:02:14.000Z,33.3094769,-78.9129271,0.625,3,2
2024-05-23T22:02:15.000Z,33.309477,-78.9129289,0.471,3,2
2024-05-23T22:02:16.000Z,33.3094768,-78.9129295,0.254,3,2
2024-05-23T22:02:17.000Z,33.3094766,-78.91293,0.15,3,2
2024-05-23T22:02:18.000Z,33.3094772,-78.9129316,0.138,3,2
2024-05-23T22:02:19.000Z,33.3094776,-78.9129342,0.246,3,2
2024-05-23T22:02:20.000Z,33.3094779,-78.9129373,0.197,3,2
2024-05-23T22:02:21.000Z,33.309477,-78.9129395,-0.136,3,2
2024-05-23T22:02:22.000Z,33.3094767,-78.9129404,-0.288,3,2
2024-05-23T22:02:23.000Z,33.3094768,-78.9129409,-0.116,3,2
2024-05-23T22:02:24.000Z,33.3094773,-78.912943,0.246,3,2
2024-05-23T22:02:25.000Z,33.3094786,-78.9129465,0.32,3,2
2024-05-23T22:02:26.000Z,33.3094788,-78.9129487,0.188,3,2
2024-05-23T22:02:27.000Z,33.3094784,-78.9129497,0.122,3,2
2024-05-23T22:02:28.000Z,33.3094786,-78.9129513,0.204,3,2
2024-05-23T22:02:29.000Z,33.3094793,-78.9129546,0.4,3,2
2024-05-23T22:02:30.000Z,33.30948,-78.9129581,0.243,3,2
2024-05-23T22:02:31.000Z,33.3094802,-78.91296,-0.124,3,2
2024-05-23T22:02:32.000Z,33.3094789,-78.9129612,-0.269,3,2
2024-05-23T22:02:33.000Z,33.309479,-78.9129629,-0.068,3,2
2024-05-23T22:02:34.000Z,33.3094792,-78.9129669,0.154,3,2
2024-05-23T22:02:35.000Z,33.309479,-78.9129681,0.109,3,2
2024-05-23T22:02:36.000Z,33.3094794,-78.9129699,-0.027,3,2
2024-05-23T22:02:37.001Z,33.3094799,-78.9129725,-0.02,3,2
2024-05-23T22:02:38.000Z,33.3094803,-78.9129756,0.148,3,2
2024-05-23T22:02:39.000Z,33.3094809,-78.9129789,0.082,3,2
2024-05-23T22:02:40.000Z,33.3094809,-78.912982,0.06,3,2
2024-05-23T22:02:41.000Z,33.3094809,-78.9129851,0.008,3,2
2024-05-23T22:02:42.000Z,33.3094807,-78.9129867,-0.086,3,2
2024-05-23T22:02:43.000Z,33.3094809,-78.9129872,-0.093,3,2
2024-05-23T22:02:44.000Z,33.3094815,-78.9129893,-0.012,3,2
2024-05-23T22:02:45.000Z,33.3094821,-78.9129923,0.049,3,2
2024-05-23T22:02:46.000Z,33.3094823,-78.9129963,0.099,3,2
2024-05-23T22:02:47.000Z,33.309482,-78.9130004,0.179,3,2
2024-05-23T22:02:48.000Z,33.3094805,-78.913004,0.121,3,2
2024-05-23T22:02:49.000Z,33.3094801,-78.9130057,0.066,3,2
2024-05-23T22:02:50.000Z,33.3094804,-78.9130078,0.161,3,2
2024-05-23T22:02:51.000Z,33.3094803,-78.9130111,0.304,3,2
2024-05-23T22:02:52.000Z,33.3094795,-78.9130146,0.352,3,2
2024-05-23T22:02:53.000Z,33.3094788,-78.9130169,0.227,3,2
2024-05-23T22:02:54.000Z,33.3094782,-78.9130177,0.156,3,2
2024-05-23T22:02:55.000Z,33.3094781,-78.9130185,0.268,3,2
2024-05-23T22:02:56.000Z,33.3094789,-78.9130219,0.453,3,2
2024-05-23T22:02:57.000Z,33.3094791,-78.9130264,0.507,3,2
2024-05-23T22:02:58.000Z,33.309479,-78.9130306,0.364,3,2
2024-05-23T22:02:59.000Z,33.309479,-78.9130335,0.208,3,2
2024-05-23T22:03:00.000Z,33.3094788,-78.9130347,0.141,3,2
2024-05-23T22:03:01.000Z,33.3094783,-78.913036,0.111,3,2
2024-05-23T22:03:02.000Z,33.3094782,-78.913038,0.029,3,2
2024-05-23T22:03:03.000Z,33.3094778,-78.9130403,-0.077,3,2
2024-05-23T22:03:04.000Z,33.3094773,-78.9130423,-0.067,3,2
2024-05-23T22:03:05.000Z,33.309477,-78.9130445,-0.015,3,2
2024-05-23T22:03:06.000Z,33.3094768,-78.9130463,0.13,3,2
2024-05-23T22:03:07.000Z,33.309477,-78.9130492,0.228,3,2
2024-05-23T22:03:08.000Z,33.3094767,-78.9130526,0.184,3,2
2024-05-23T22:03:09.000Z,33.3094761,-78.9130547,-0.051,3,2
2024-05-23T22:03:10.000Z,33.3094755,-78.9130559,-0.259,3,2
2024-05-23T22:03:11.000Z,33.3094743,-78.9130567,-0.142,3,2
2024-05-23T22:03:12.000Z,33.3094735,-78.9130579,-0.057,3,2
2024-05-23T22:03:13.000Z,33.309473,-78.9130597,0.02,3,2
2024-05-23T22:03:14.000Z,33.3094724,-78.9130625,0.103,3,2
2024-05-23T22:03:15.000Z,33.3094718,-78.9130646,0.198,3,2
2024-05-23T22:03:16.000Z,33.309472,-78.9130669,0.164,3,2
2024-05-23T22:03:17.000Z,33.309472,-78.9130686,0.135,3,2
2024-05-23T22:03:18.000Z,33.3094724,-78.9130713,0.177,3,2
2024-05-23T22:03:19.000Z,33.3094728,-78.9130746,0.237,3,2
2024-05-23T22:03:20.000Z,33.3094723,-78.9130758,0.173,3,2
2024-05-23T22:03:21.000Z,33.3094718,-78.9130765,0.212,3,2
2024-05-23T22:03:22.000Z,33.3094716,-78.9130768,0.342,3,2
2024-05-23T22:03:23.000Z,33.3094715,-78.9130795,0.494,3,2
2024-05-23T22:03:24.000Z,33.3094722,-78.9130838,0.537,3,2
2024-05-23T22:03:25.000Z,33.3094726,-78.9130862,0.496,3,2
2024-05-23T22:03:26.000Z,33.3094735,-78.9130885,0.496,3,2
2024-05-23T22:03:27.000Z,33.3094735,-78.9130891,0.6,3,2
2024-05-23T22:03:28.000Z,33.3094732,-78.9130896,0.57,3,2
2024-05-23T22:03:29.000Z,33.3094722,-78.9130891,0.412,3,2
2024-05-23T22:03:30.000Z,33.3094711,-78.9130891,0.339,3,2
2024-05-23T22:03:31.000Z,33.309471,-78.9130887,0.503,3,2
2024-05-23T22:03:32.000Z,33.3094714,-78.9130902,0.574,3,2
2024-05-23T22:03:33.000Z,33.3094719,-78.9130921,0.649,3,2
2024-05-23T22:03:34.000Z,33.3094719,-78.9130933,0.644,3,2
2024-05-23T22:03:35.000Z,33.3094712,-78.9130943,0.584,3,2
2024-05-23T22:03:36.000Z,33.3094702,-78.9130945,0.515,3,2
2024-05-23T22:03:37.000Z,33.309469,-78.9130941,0.475,3,2
2024-05-23T22:03:38.000Z,33.3094673,-78.9130941,0.514,3,2
2024-05-23T22:03:39.000Z,33.3094662,-78.9130957,0.5,3,2
2024-05-23T22:03:40.000Z,33.3094655,-78.9130966,0.661,3,2
2024-05-23T22:03:41.000Z,33.3094646,-78.9130976,0.896,3,2
2024-05-23T22:03:42.000Z,33.3094643,-78.9131003,1.01,3,2
2024-05-23T22:03:43.000Z,33.3094632,-78.9131023,1.198,3,2
2024-05-23T22:03:44.000Z,33.3094618,-78.9131046,1.189,3,2
2024-05-23T22:03:45.000Z,33.3094611,-78.9131049,1.251,3,2
2024-05-23T22:03:46.000Z,33.309461,-78.9131037,1.252,3,2
2024-05-23T22:03:47.000Z,33.3094605,-78.9131016,1.23,3,2
2024-05-23T22:03:48.000Z,33.30946,-78.9131009,1.313,3,2
2024-05-23T22:03:49.000Z,33.3094591,-78.9131013,1.62,3,2
2024-05-23T22:03:50.001Z,33.3094582,-78.9131016,1.789,3,2
2024-05-23T22:03:51.000Z,33.3094574,-78.9131019,1.904,3,2
2024-05-23T22:03:52.000Z,33.3094561,-78.9131021,2.036,3,2
2024-05-23T22:03:53.000Z,33.309455,-78.9131018,1.933,3,2
2024-05-23T22:03:54.000Z,33.3094545,-78.9131,1.913,3,2
2024-05-23T22:03:55.000Z,33.3094539,-78.9130973,1.852,3,2
2024-05-23T22:03:56.000Z,33.3094534,-78.913095,1.907,3,2
2024-05-23T22:03:57.000Z,33.3094495,-78.9130911,2.009,3,2
2024-05-23T22:03:58.000Z,33.3094484,-78.9130891,2.161,3,2
2024-05-23T22:03:59.000Z,33.3094484,-78.9130854,2.192,3,2
2024-05-23T22:04:00.000Z,33.3094475,-78.9130833,2.268,3,2
2024-05-23T22:04:01.000Z,33.3094478,-78.9130815,2.279,3,2
2024-05-23T22:04:02.000Z,33.3094489,-78.9130803,2.363,3,2
2024-05-23T22:04:03.000Z,33.3094497,-78.913078,2.453,3,2
2024-05-23T22:04:04.000Z,33.3094504,-78.9130761,2.435,3,2
2024-05-23T22:04:05.000Z,33.3094509,-78.9130739,2.54,3,2
2024-05-23T22:04:06.000Z,33.3094517,-78.9130713,2.756,3,2
2024-05-23T22:04:07.000Z,33.3094536,-78.913069,2.938,3,2
2024-05-23T22:04:08.000Z,33.3094559,-78.913066,3.059,3,2
2024-05-23T22:04:09.000Z,33.3094583,-78.9130626,3.131,3,2
2024-05-23T22:04:10.000Z,33.3094591,-78.9130604,3.291,3,2
2024-05-23T22:04:11.000Z,33.3094591,-78.9130584,3.337,3,2
2024-05-23T22:04:12.000Z,33.3094593,-78.9130567,3.25,3,2
2024-05-23T22:04:13.000Z,33.3094598,-78.9130543,3.171,3,2
2024-05-23T22:04:14.000Z,33.3094607,-78.9130525,3.122,3,2
2024-05-23T22:04:15.000Z,33.3094617,-78.9130501,3.02,3,2
2024-05-23T22:04:16.000Z,33.3094635,-78.9130452,2.951,3,2
2024-05-23T22:04:17.000Z,33.3094655,-78.9130397,3.132,3,2
2024-05-23T22:04:18.000Z,33.3094668,-78.9130356,3.196,3,2
2024-05-23T22:04:19.000Z,33.3094678,-78.9130324,3.223,3,2
2024-05-23T22:04:20.000Z,33.3094692,-78.9130296,3.358,3,2
2024-05-23T22:04:21.000Z,33.3094712,-78.9130266,3.489,3,2
2024-05-23T22:04:22.000Z,33.3094727,-78.9130245,3.593,3,2
2024-05-23T22:04:23.000Z,33.3094736,-78.9130215,3.471,3,2
2024-05-23T22:04:24.000Z,33.3094748,-78.9130161,3.163,3,2
2024-05-23T22:04:25.000Z,33.3094755,-78.9130118,3.008,3,2
2024-05-23T22:04:26.000Z,33.3094766,-78.9130082,3.036,3,2
2024-05-23T22:04:27.000Z,33.309479,-78.9130047,3.041,3,2
2024-05-23T22:04:28.000Z,33.3094811,-78.9130032,3.092,3,2
2024-05-23T22:04:29.000Z,33.3094837,-78.9130011,3.138,3,2
2024-05-23T22:04:30.000Z,33.3094863,-78.9129964,3.114,3,2
2024-05-23T22:04:31.000Z,33.3094874,-78.9129925,3.167,3,2
2024-05-23T22:04:32.000Z,33.3094888,-78.912988,3.044,3,2
2024-05-23T22:04:33.000Z,33.3094901,-78.912983,2.991,3,2
2024-05-23T22:04:34.000Z,33.3094913,-78.9129786,2.916,3,2
2024-05-23T22:04:35.000Z,33.3094925,-78.9129749,2.92,3,2
