% time,lat,lon,altMSL,mode,status
2024-05-23T19:46:16.000Z,33.3311466,-78.9125611,11.294,3,
2024-05-23T19:46:17.000Z,33.3311511,-78.9125607,11.304,3,
2024-05-23T19:46:18.000Z,33.331156,-78.9125608,11.357,3,
2024-05-23T19:46:19.000Z,33.3311609,-78.9125615,11.324,3,
2024-05-23T19:46:20.000Z,33.3311657,-78.9125628,11.219,3,
2024-05-23T19:46:21.000Z,33.3311703,-78.9125641,11.209,3,
2024-05-23T19:46:22.000Z,33.3311749,-78.9125654,11.282,3,
2024-05-23T19:46:23.000Z,33.3311807,-78.912567,11.249,3,
2024-05-23T19:46:24.000Z,33.331187,-78.9125687,11.049,3,
2024-05-23T19:46:25.000Z,33.3311922,-78.9125697,10.8,3,
2024-05-23T19:46:26.000Z,33.3311966,-78.9125698,10.71,3,
2024-05-23T19:46:27.000Z,33.3312011,-78.9125692,10.743,3,
2024-05-23T19:46:28.000Z,33.331206,-78.9125687,10.748,3,
2024-05-23T19:46:29.000Z,33.3312105,-78.912569,10.719,3,2
2024-05-23T19:46:30.000Z,33.331215,-78.91257,10.744,3,2
2024-05-23T19:46:31.000Z,33.3312204,-78.9125713,10.742,3,2
2024-05-23T19:46:32.000Z,33.331226,-78.9125729,10.591,3,2
2024-05-23T19:46:33.000Z,33.3312311,-78.9125742,10.489,3,2
2024-05-23T19:46:34.000Z,33.3312359,-78.9125746,10.482,3,2
2024-05-23T19:46:35.000Z,33.3312406,-78.9125747,10.4,3,2
2024-05-23T19:46:36.000Z,33.3312453,-78.9125748,10.195,3,2
2024-05-23T19:46:37.000Z,33.3312499,-78.9125749,10.122,3,2
2024-05-23T19:46:38.000Z,33.3312548,-78.9125752,10.178,3,2
2024-05-23T19:46:39.000Z,33.3312599,-78.9125758,10.254,3,2
2024-05-23T19:46:40.000Z,33.3312654,-78.9125771,10.215,3,2
2024-05-23T19:46:41.000Z,33.3312704,-78.9125789,10.094,3,2
2024-05-23T19:46:42.000Z,33.3312745,-78.9125805,9.948,3,2
2024-05-23T19:46:43.000Z,33.3312796,-78.9125814,9.945,3,2
2024-05-23T19:46:44.000Z,33.331285,-78.9125818,9.77,3,2
2024-05-23T19:46:45.001Z,33.3312896,-78.9125817,9.668,3,2
2024-05-23T19:46:46.000Z,33.3312947,-78.9125815,9.73,3,2
2024-05-23T19:46:47.000Z,33.3313003,-78.9125818,9.738,3,2
2024-05-23T19:46:48.000Z,33.3313057,-78.9125827,9.754,3,2
2024-05-23T19:46:49.000Z,33.3313117,-78.9125841,9.733,3,2
2024-05-23T19:46:50.000Z,33.3313171,-78.9125859,9.59,3,2
2024-05-23T19:46:51.000Z,33.3313219,-78.9125875,9.436,3,2
2024-05-23T19:46:52.000Z,33.3313274,-78.9125887,9.346,3,2
2024-05-23T19:46:53.000Z,33.3313328,-78.9125889,9.305,3,2
2024-05-23T19:46:54.000Z,33.331338,-78.9125887,9.243,3,2
2024-05-23T19:46:55.000Z,33.3313436,-78.9125888,9.245,3,2
2024-05-23T19:46:56.000Z,33.3313489,-78.9125895,9.222,3,2
2024-05-23T19:46:57.000Z,33.3313544,-78.9125909,9.14,3,2
2024-05-23T19:46:58.000Z,33.3313596,-78.9125923,9.075,3,2
2024-05-23T19:46:59.000Z,33.331365,-78.9125932,8.965,3,2
2024-05-23T19:47:00.000Z,33.3313705,-78.9125939,8.954,3,2
2024-05-23T19:47:01.000Z,33.3313758,-78.9125945,8.954,3,2
2024-05-23T19:47:02.000Z,33.3313809,-78.9125951,8.881,3,2
2024-05-23T19:47:03.000Z,33.3313864,-78.9125958,8.798,3,2
2024-05-23T19:47:04.000Z,33.331392,-78.9125967,8.741,3,2
2024-05-23T19:47:05.000Z,33.331398,-78.9125973,8.699,3,2
2024-05-23T19:47:06.000Z,33.3314036,-78.9125979,8.65,3,2
2024-05-23T19:47:07.000Z,33.3314085,-78.9125982,8.689,3,2
2024-05-23T19:47:08.000Z,33.3314132,-78.9125988,8.699,3,2
2024-05-23T19:47:09.000Z,33.3314185,-78.9125997,8.492,3,2
2024-05-23T19:47:10.000Z,33.3314244,-78.9126007,8.335,3,2
2024-05-23T19:47:11.000Z,33.3314298,-78.9126008,8.239,3,2
2024-05-23T19:47:12.000Z,33.3314345,-78.9126008,8.241,3,2
2024-05-23T19:47:13.000Z,33.3314395,-78.9126007,8.323,3,2
2024-05-23T19:47:14.000Z,33.3314455,-78.9126009,8.331,3,2
2024-05-23T19:47:15.000Z,33.3314516,-78.912602,8.243,3,2
2024-05-23T19:47:16.000Z,33.3314573,-78.9126033,8.062,3,2
2024-05-23T19:47:17.000Z,33.3314621,-78.9126044,7.896,3,2
2024-05-23T19:47:18.000Z,33.3314669,-78.9126048,7.852,3,2
2024-05-23T19:47:19.000Z,33.3314723,-78.9126049,7.773,3,2
2024-05-23T19:47:20.000Z,33.3314776,-78.9126051,7.645,3,2
2024-05-23T19:47:21.000Z,33.3314824,-78.9126054,7.552,3,2
2024-05-23T19:47:22.000Z,33.3314875,-78.9126058,7.584,3,2
2024-05-23T19:47:23.000Z,33.3314938,-78.9126064,7.67,3,2
2024-05-23T19:47:24.000Z,33.3315005,-78.9126072,7.546,3,2
2024-05-23T19:47:25.000Z,33.3315063,-78.9126082,7.334,3,2
2024-05-23T19:47:26.000Z,33.3315114,-78.912609,7.234,3,2
2024-05-23T19:47:27.000Z,33.3315164,-78.9126094,7.271,3,2
2024-05-23T19:47:28.000Z,33.3315222,-78.9126105,7.266,3,2
2024-05-23T19:47:29.000Z,33.3315282,-78.9126118,7.025,3,2
2024-05-23T19:47:30.000Z,33.3315331,-78.9126128,6.739,3,2
2024-05-23T19:47:31.000Z,33.3315376,-78.9126134,6.691,3,2
2024-05-23T19:47:32.000Z,33.3315427,-78.9126132,6.809,3,2
2024-05-23T19:47:33.000Z,33.3315495,-78.9126129,6.946,3,2
2024-05-23T19:47:34.000Z,33.3315569,-78.9126138,6.886,3,2
2024-05-23T19:47:35.000Z,33.331563,-78.9126144,6.547,3,2
2024-05-23T19:47:36.000Z,33.3315677,-78.912616,6.355,3,2
2024-05-23T19:47:37.000Z,33.3315718,-78.9126171,6.301,3,2
2024-05-23T19:47:38.000Z,33.3315763,-78.9126177,6.292,3,2
2024-05-23T19:47:39.000Z,33.3315821,-78.9126184,6.266,3,2
2024-05-23T19:47:40.000Z,33.3315878,-78.9126191,6.096,3,2
2024-05-23T19:47:41.000Z,33.3315928,-78.9126202,6.025,3,2
2024-05-23T19:47:42.000Z,33.3315987,-78.912621,6.121,3,2
2024-05-23T19:47:43.000Z,33.3316044,-78.9126211,6.139,3,2
2024-05-23T19:47:44.000Z,33.3316094,-78.9126221,6.06,3,2
2024-05-23T19:47:45.000Z,33.3316144,-78.9126237,6.104,3,2
2024-05-23T19:47:46.000Z,33.33162,-78.912625,6.101,3,2
2024-05-23T19:47:47.000Z,33.3316261,-78.912626,5.959,3,2
2024-05-23T19:47:48.000Z,33.3316318,-78.9126269,5.891,3,2
2024-05-23T19:47:49.000Z,33.3316366,-78.9126274,5.986,3,2
2024-05-23T19:47:50.000Z,33.3316419,-78.9126278,6.075,3,2
2024-05-23T19:47:51.000Z,33.3316479,-78.9126287,6.074,3,2
2024-05-23T19:47:52.000Z,33.3316538,-78.9126297,6.008,3,2
2024-05-23T19:47:53.000Z,33.3316591,-78.9126306,5.904,3,2
2024-05-23T19:47:54.000Z,33.331664,-78.9126318,5.796,3,2
2024-05-23T19:47:55.000Z,33.3316688,-78.9126325,5.868,3,2
2024-05-23T19:47:56.000Z,33.3316745,-78.9126328,5.944,3,2
2024-05-23T19:47:57.000Z,33.3316806,-78.9126333,5.943,3,2
2024-05-23T19:47:58.000Z,33.3316863,-78.912634,5.922,3,2
2024-05-23T19:47:59.001Z,33.3316913,-78.9126346,5.905,3,2
2024-05-23T19:48:00.000Z,33.331696,-78.9126351,5.899,3,2
2024-05-23T19:48:01.000Z,33.3317013,-78.9126355,5.903,3,2
2024-05-23T19:48:02.000Z,33.3317075,-78.9126359,5.915,3,2
2024-05-23T19:48:03.000Z,33.3317132,-78.9126362,5.813,3,2
2024-05-23T19:48:04.000Z,33.331718,-78.9126367,5.765,3,2
2024-05-23T19:48:05.000Z,33.3317227,-78.912637,5.719,3,2
2024-05-23T19:48:06.000Z,33.3317275,-78.9126372,5.665,3,2
2024-05-23T19:48:07.000Z,33.3317332,-78.9126371,5.677,3,2
2024-05-23T19:48:08.000Z,33.3317387,-78.9126372,5.68,3,2
