# time,lat,lon,altMSC,status
2023-06-07T14:05:25.000Z,33.232806167,-79.0662915,,2
2023-06-07T14:05:25.000Z,33.232806167,-79.0662915,,2
2023-06-07T14:05:25.000Z,33.232806167,-79.0662915,,2
2023-06-07T14:05:25.000Z,33.232806167,-79.0662915,,2
2023-06-07T14:05:25.000Z,33.232806167,-79.0662915,,2
2023-06-07T14:05:27.000Z,33.232806167,-79.0662915,,2
2023-06-07T14:05:27.000Z,33.2328133,-79.0662824,,2
2023-06-07T14:05:29.000Z,33.2328178,-79.0662744,,2
2023-06-07T14:05:30.000Z,33.2328197,-79.0662709,,2
2023-06-07T14:05:31.000Z,33.2328217,-79.0662678,,2
2023-06-07T14:05:32.000Z,33.2328244,-79.0662651,,2
2023-06-07T14:05:33.000Z,33.2328278,-79.0662618,,2
2023-06-07T14:05:34.000Z,33.2328305,-79.0662572,,2
2023-06-07T14:05:35.000Z,33.232832,-79.0662537,,2
2023-06-07T14:05:36.000Z,33.2328336,-79.0662516,,2
2023-06-07T14:05:37.000Z,33.2328355,-79.0662492,,2
2023-06-07T14:05:38.000Z,33.2328384,-79.0662455,,2
2023-06-07T14:05:39.000Z,33.2328415,-79.0662407,,2
2023-06-07T14:05:40.000Z,33.232844,-79.0662377,,2
2023-06-07T14:05:41.000Z,33.2328459,-79.0662362,,2
2023-06-07T14:05:42.000Z,33.232848,-79.0662351,,2
2023-06-07T14:05:43.000Z,33.2328518,-79.0662321,,2
2023-06-07T14:05:44.000Z,33.2328561,-79.0662278,,2
2023-06-07T14:05:45.000Z,33.232858,-79.0662253,,2
2023-06-07T14:05:46.000Z,33.2328594,-79.0662234,,2
2023-06-07T14:05:47.000Z,33.2328617,-79.0662211,,2
2023-06-07T14:05:48.000Z,33.2328638,-79.0662178,,2
2023-06-07T14:05:49.000Z,33.2328656,-79.0662154,,2
2023-06-07T14:05:50.000Z,33.2328671,-79.0662144,,2
2023-06-07T14:05:51.000Z,33.2328693,-79.066212,,2
2023-06-07T14:05:52.000Z,33.2328719,-79.0662079,,2
2023-06-07T14:05:53.000Z,33.2328741,-79.0662042,,2
2023-06-07T14:05:54.000Z,33.2328756,-79.0662021,,2
2023-06-07T14:05:55.000Z,33.2328774,-79.0662,,2
2023-06-07T14:05:56.000Z,33.2328797,-79.0661975,,2
2023-06-07T14:05:57.000Z,33.2328821,-79.066195,,2
2023-06-07T14:05:58.000Z,33.2328845,-79.066192,,2
2023-06-07T14:05:59.000Z,33.2328865,-79.0661886,,2
2023-06-07T14:06:00.000Z,33.2328873,-79.0661861,,2
2023-06-07T14:06:01.000Z,33.2328881,-79.0661847,,2
2023-06-07T14:06:02.000Z,33.2328908,-79.0661846,,2
2023-06-07T14:06:03.000Z,33.2328949,-79.066182,,2
2023-06-07T14:06:04.000Z,33.2328984,-79.0661758,,2
2023-06-07T14:06:05.000Z,33.2329005,-79.0661729,,2
2023-06-07T14:06:06.000Z,33.2329018,-79.0661705,,2
2023-06-07T14:06:07.000Z,33.2329025,-79.066168,,2
2023-06-07T14:06:08.000Z,33.2329041,-79.066165,,2
2023-06-07T14:06:09.000Z,33.2329075,-79.0661626,,2
2023-06-07T14:06:10.000Z,33.2329116,-79.0661604,,2
2023-06-07T14:06:11.000Z,33.2329141,-79.0661569,,2
2023-06-07T14:06:12.000Z,33.2329157,-79.0661544,,2
2023-06-07T14:06:13.000Z,33.2329173,-79.0661532,,2
2023-06-07T14:06:14.000Z,33.2329189,-79.0661512,,2
2023-06-07T14:06:15.000Z,33.2329214,-79.0661487,,2
2023-06-07T14:06:16.000Z,33.2329247,-79.0661467,,2
2023-06-07T14:06:17.000Z,33.2329284,-79.0661437,,2
2023-06-07T14:06:18.000Z,33.232931,-79.0661411,,2
2023-06-07T14:06:19.000Z,33.2329331,-79.0661379,,2
2023-06-07T14:06:20.000Z,33.2329346,-79.0661361,,2
2023-06-07T14:06:21.000Z,33.2329363,-79.0661346,,2
2023-06-07T14:06:22.000Z,33.2329396,-79.0661321,,2
2023-06-07T14:06:23.000Z,33.2329434,-79.0661296,,2
2023-06-07T14:06:24.000Z,33.2329474,-79.0661265,,2
2023-06-07T14:06:25.000Z,33.2329491,-79.0661238,,2
2023-06-07T14:06:26.000Z,33.2329501,-79.0661224,,2
2023-06-07T14:06:27.000Z,33.2329515,-79.0661205,,2
2023-06-07T14:06:28.000Z,33.232954,-79.066118,,2
2023-06-07T14:06:29.000Z,33.2329579,-79.0661146,,2
2023-06-07T14:06:30.000Z,33.2329617,-79.0661116,,2
2023-06-07T14:06:31.000Z,33.2329649,-79.0661089,,2
2023-06-07T14:06:32.000Z,33.2329668,-79.0661068,,2
2023-06-07T14:06:33.000Z,33.2329676,-79.0661057,,2
2023-06-07T14:06:34.000Z,33.2329691,-79.0661059,,2
2023-06-07T14:06:35.000Z,33.2329723,-79.0661037,,2
2023-06-07T14:06:36.000Z,33.2329765,-79.0661006,,2
2023-06-07T14:06:37.000Z,33.2329791,-79.0660931,,2
2023-06-07T14:06:38.000Z,33.2329805,-79.0660913,,2
2023-06-07T14:06:39.001Z,33.2329827,-79.0660895,,2
2023-06-07T14:06:40.000Z,33.2329849,-79.0660872,,2
2023-06-07T14:06:41.000Z,33.2329875,-79.0660844,,2
2023-06-07T14:06:42.000Z,33.2329903,-79.0660816,,2
2023-06-07T14:06:43.000Z,33.2329924,-79.066078,,2
2023-06-07T14:06:44.000Z,33.2329938,-79.066076,,2
2023-06-07T14:06:45.000Z,33.2329949,-79.0660743,,2
2023-06-07T14:06:46.000Z,33.2329972,-79.0660726,,2
2023-06-07T14:06:47.000Z,33.2330013,-79.0660704,,2
2023-06-07T14:06:48.000Z,33.2330051,-79.0660665,,2
2023-06-07T14:06:49.000Z,33.2330082,-79.066064,,2
2023-06-07T14:06:50.000Z,33.2330086,-79.0660615,,2
2023-06-07T14:06:51.000Z,33.2330096,-79.0660596,,2
2023-06-07T14:06:52.000Z,33.233011,-79.0660577,,2
2023-06-07T14:06:53.000Z,33.2330141,-79.0660532,,2
2023-06-07T14:06:54.000Z,33.2330185,-79.0660478,,2
2023-06-07T14:06:55.000Z,33.2330214,-79.066045,,2
2023-06-07T14:06:56.000Z,33.2330212,-79.0660444,,2
2023-06-07T14:06:57.000Z,33.2330219,-79.0660434,,2
2023-06-07T14:06:58.000Z,33.2330246,-79.0660409,,2
2023-06-07T14:06:59.000Z,33.2330285,-79.0660339,,2
2023-06-07T14:07:00.000Z,33.2330314,-79.0660309,,2
2023-06-07T14:07:01.000Z,33.2330326,-79.0660286,,2
2023-06-07T14:07:02.000Z,33.2330342,-79.0660267,,2
2023-06-07T14:07:03.000Z,33.2330365,-79.0660253,,2
2023-06-07T14:07:04.000Z,33.2330399,-79.0660233,,2
2023-06-07T14:07:05.000Z,33.2330434,-79.0660216,,2
2023-06-07T14:07:06.000Z,33.2330452,-79.0660197,,2
2023-06-07T14:07:07.000Z,33.233047,-79.0660173,,2
